method,top_n,question_order,match_scores,evaluation_scores,binary_scores,combined_scores,normalized_binary_score,normalized_score,normalized_combined_score,job_number
reranked,20,"[200, 104, 82, 37, 45, 89, 93, 145, 105, 41, 83, 64, 92, 79, 42, 76, 91, 38, 99, 77]","[-2.5394058, -3.5226526, -3.7881067, -4.004176, -5.5297756, -8.383828, -8.659046, -4.033414, -5.8417587, -7.8571897, -8.587673, -9.934711, -10.066477, -10.4318495, -4.8502407, -5.9050713, -8.484152, -9.03346, -9.383963, -9.919361]","[4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 2, 4, 4, 4, 4, 4, 2, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1]","[6, 6, 6, 6, 6, 6, 6, 6, 3, 6, 6, 6, 2, 6, 6, 6, 4, 6, 2, 6]",0.8,0.9375,0.8916666666666667,5
original,25,"[82, 200, 45, 83, 37, 79, 180, 195, 104, 38, 99, 41, 105, 77, 91, 145, 76, 87, 89, 181, 188, 92, 42, 194, 93]","[0.6234514837732527, 0.5888957425701611, 0.5292399673783762, 0.49756566268985525, 0.461708460062761, 0.4539449995014584, 0.4364895832610856, 0.35321258635836567, 0.5513716607090081, 0.46978692044081666, 0.466562778791176, 0.44445378630721166, 0.4303525892131379, 0.42981999897637, 0.42692734259555787, 0.4187327975535283, 0.4152242667594296, 0.40554352376203495, 0.40324561474274345, 0.397999916690013, 0.39284430947261306, 0.38016635894616524, 0.37788991277461853, 0.3765192767911543, 0.3629507548867611]","[4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 2, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1]","[6, 6, 6, 6, 6, 6, 3, 4, 6, 6, 2, 6, 3, 6, 4, 6, 6, 6, 6, 4, 6, 2, 6, 4, 6]",0.68,0.94,0.8533333333333334,5
reranked,25,"[200, 104, 82, 37, 45, 89, 93, 145, 105, 41, 83, 64, 92, 79, 42, 76, 91, 38, 99, 77, 85, 87, 90, 102, 199]","[-2.5394058, -3.5226526, -3.7881067, -4.004176, -5.5297756, -8.383828, -8.659046, -4.033414, -5.8417587, -7.8571897, -8.587673, -9.934711, -10.066477, -10.4318495, -4.8502407, -5.9050713, -8.484152, -9.03346, -9.383963, -9.919361, -9.949929, -10.0736885, -10.122785, -10.456852, -10.475005]","[4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 2, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 3, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0]","[6, 6, 6, 6, 6, 6, 6, 6, 3, 6, 6, 6, 2, 6, 6, 6, 4, 6, 2, 6, 6, 6, 6, 3, 4]",0.76,0.94,0.88,5
original,10,"[83, 37, 82, 200, 180, 195, 38, 108, 99, 79]","[0.6537401410590922, 0.46462549693297545, 0.44302560351745834, 0.42969397333339315, 0.41443327348978015, 0.393221428096356, 0.37252069731602, 0.5368513313896822, 0.4277663068439565, 0.4232541112415301]","[4, 4, 4, 4, 4, 4, 4, 2, 4, 4]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 1]","[4, 6, 6, 6, 4, 4, 6, 2, 4, 6]",0.5,0.95,0.8,6
reranked,10,"[83, 37, 82, 105, 127, 76, 188, 181, 108, 71]","[0.27657408, -4.984828, -6.4488807, -7.188113, -8.444486, -9.109152, -9.160249, -10.168104, -3.898528, -7.916562]","[4, 4, 4, 4, 4, 4, 4, 4, 2, 4]","[0, 1, 1, 0, 1, 1, 1, 0, 0, 1]","[4, 6, 6, 4, 6, 6, 6, 4, 2, 6]",0.6,0.95,0.8333333333333334,6
original,15,"[83, 37, 82, 200, 180, 195, 38, 108, 99, 79, 45, 100, 91, 145, 188]","[0.6537401410590922, 0.46462549693297545, 0.44302560351745834, 0.42969397333339315, 0.41443327348978015, 0.393221428096356, 0.37252069731602, 0.5368513313896822, 0.4277663068439565, 0.4232541112415301, 0.36220034261662104, 0.4683389489912254, 0.40395240182653624, 0.39032447526995495, 0.38698166735183614]","[4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]","[4, 6, 6, 6, 4, 4, 6, 2, 4, 6, 6, 4, 4, 6, 6]",0.5333333333333333,0.9666666666666667,0.8222222222222222,6
reranked,15,"[83, 37, 82, 105, 127, 76, 188, 181, 108, 71, 99, 107, 80, 145, 100]","[0.27657408, -4.984828, -6.4488807, -7.188113, -8.444486, -9.109152, -9.160249, -10.168104, -3.898528, -7.916562, -8.474983, -9.170179, -9.3421, -9.836165, -5.834735]","[4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 1, 4, 4, 4]","[0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0]","[4, 6, 6, 4, 6, 6, 6, 4, 2, 6, 4, 1, 6, 6, 4]",0.5333333333333333,0.9166666666666666,0.7888888888888889,6
original,20,"[83, 37, 82, 200, 180, 195, 38, 108, 99, 79, 45, 100, 91, 145, 188, 87, 198, 80, 105, 71]","[0.6537401410590922, 0.46462549693297545, 0.44302560351745834, 0.42969397333339315, 0.41443327348978015, 0.393221428096356, 0.37252069731602, 0.5368513313896822, 0.4277663068439565, 0.4232541112415301, 0.36220034261662104, 0.4683389489912254, 0.40395240182653624, 0.39032447526995495, 0.38698166735183614, 0.38607234762184117, 0.3820916566830051, 0.38093103126991446, 0.3783628562161556, 0.37100857875350574]","[4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]","[4, 6, 6, 6, 4, 4, 6, 2, 4, 6, 6, 4, 4, 6, 6, 4, 4, 6, 4, 6]",0.5,0.975,0.8166666666666667,6
reranked,20,"[83, 37, 82, 105, 127, 76, 188, 181, 108, 71, 99, 107, 80, 145, 100, 200, 195, 79, 128, 91]","[0.27657408, -4.984828, -6.4488807, -7.188113, -8.444486, -9.109152, -9.160249, -10.168104, -3.898528, -7.916562, -8.474983, -9.170179, -9.3421, -9.836165, -5.834735, -8.690422, -9.324593, -9.454086, -9.490561, -10.201242]","[4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 1, 4, 4, 4, 4, 4, 4, 3, 4]","[0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]","[4, 6, 6, 4, 6, 6, 6, 4, 2, 6, 4, 1, 6, 6, 4, 6, 4, 6, 3, 4]",0.5,0.925,0.7833333333333333,6
original,25,"[83, 37, 82, 200, 180, 195, 38, 108, 99, 79, 45, 100, 91, 145, 188, 87, 198, 80, 105, 71, 194, 197, 128, 181, 125]","[0.6537401410590922, 0.46462549693297545, 0.44302560351745834, 0.42969397333339315, 0.41443327348978015, 0.393221428096356, 0.37252069731602, 0.5368513313896822, 0.4277663068439565, 0.4232541112415301, 0.36220034261662104, 0.4683389489912254, 0.40395240182653624, 0.39032447526995495, 0.38698166735183614, 0.38607234762184117, 0.3820916566830051, 0.38093103126991446, 0.3783628562161556, 0.37100857875350574, 0.36907343135296655, 0.3584279039711307, 0.3497108766843041, 0.3397558217927454, 0.33708771164263873]","[4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1]","[4, 6, 6, 6, 4, 4, 6, 2, 4, 6, 6, 4, 4, 6, 6, 4, 4, 6, 4, 6, 6, 4, 3, 4, 6]",0.48,0.97,0.8066666666666666,6
reranked,25,"[83, 37, 82, 105, 127, 76, 188, 181, 108, 71, 99, 107, 80, 145, 100, 200, 195, 79, 128, 91, 125, 87, 45, 38, 88]","[0.27657408, -4.984828, -6.4488807, -7.188113, -8.444486, -9.109152, -9.160249, -10.168104, -3.898528, -7.916562, -8.474983, -9.170179, -9.3421, -9.836165, -5.834735, -8.690422, -9.324593, -9.454086, -9.490561, -10.201242, -10.229574, -10.30032, -10.417858, -10.43523, -10.664991]","[4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 1, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 2]","[0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0]","[4, 6, 6, 4, 6, 6, 6, 4, 2, 6, 4, 1, 6, 6, 4, 6, 4, 6, 3, 4, 6, 4, 6, 6, 2]",0.52,0.92,0.7866666666666666,6
original,10,"[99, 83, 45, 195, 180, 37, 145, 82, 186, 198]","[0.4801120475266222, 0.4739249899449388, 0.4675838987233528, 0.4657187068191666, 0.4523827542139506, 0.4086462503888527, 0.45970474831860425, 0.4553557647594553, 0.45343475853405935, 0.40435049422475466]","[4, 4, 4, 2, 3, 4, 1, 4, 3, 4]","[1, 1, 1, 0, 1, 1, 0, 0, 1, 1]","[6, 6, 6, 2, 5, 6, 1, 4, 5, 6]",0.7,0.825,0.7833333333333333,7
reranked,10,"[37, 76, 188, 186, 83, 41, 38, 99, 92, 82]","[-5.1586723, -6.4617925, -8.812684, -8.967273, -9.363972, -9.762814, -10.689375, -10.809346, -7.533742, -8.918986]","[4, 4, 4, 3, 4, 4, 4, 4, 1, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]","[6, 6, 6, 5, 6, 6, 6, 6, 1, 4]",0.8,0.9,0.8666666666666667,7
original,15,"[99, 83, 45, 195, 180, 37, 145, 82, 186, 198, 193, 178, 91, 79, 38]","[0.4801120475266222, 0.4739249899449388, 0.4675838987233528, 0.4657187068191666, 0.4523827542139506, 0.4086462503888527, 0.45970474831860425, 0.4553557647594553, 0.45343475853405935, 0.40435049422475466, 0.3714746162050294, 0.4364252017351977, 0.42142814621735003, 0.4198929642207814, 0.4188774331751416]","[4, 4, 4, 2, 3, 4, 1, 4, 3, 4, 3, 4, 3, 4, 4]","[1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1]","[6, 6, 6, 2, 5, 6, 1, 4, 5, 6, 5, 6, 3, 6, 6]",0.7333333333333333,0.85,0.8111111111111111,7
reranked,15,"[37, 76, 188, 186, 83, 41, 38, 99, 92, 82, 198, 200, 178, 180, 145]","[-5.1586723, -6.4617925, -8.812684, -8.967273, -9.363972, -9.762814, -10.689375, -10.809346, -7.533742, -8.918986, -10.123448, -10.153269, -10.363886, -10.717523, -9.29575]","[4, 4, 4, 3, 4, 4, 4, 4, 1, 4, 4, 2, 4, 3, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0]","[6, 6, 6, 5, 6, 6, 6, 6, 1, 4, 6, 2, 6, 5, 1]",0.7333333333333333,0.8333333333333334,0.8,7
original,20,"[99, 83, 45, 195, 180, 37, 145, 82, 186, 198, 193, 178, 91, 79, 38, 194, 177, 188, 200, 181]","[0.4801120475266222, 0.4739249899449388, 0.4675838987233528, 0.4657187068191666, 0.4523827542139506, 0.4086462503888527, 0.45970474831860425, 0.4553557647594553, 0.45343475853405935, 0.40435049422475466, 0.3714746162050294, 0.4364252017351977, 0.42142814621735003, 0.4198929642207814, 0.4188774331751416, 0.39500980530062924, 0.3945058433203374, 0.3918231187475026, 0.3882064933557806, 0.38052892464235183]","[4, 4, 4, 2, 3, 4, 1, 4, 3, 4, 3, 4, 3, 4, 4, 3, 4, 4, 2, 4]","[1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1]","[6, 6, 6, 2, 5, 6, 1, 4, 5, 6, 5, 6, 3, 6, 6, 5, 6, 6, 2, 6]",0.75,0.85,0.8166666666666667,7
reranked,20,"[37, 76, 188, 186, 83, 41, 38, 99, 92, 82, 198, 200, 178, 180, 145, 195, 71, 91, 194, 45]","[-5.1586723, -6.4617925, -8.812684, -8.967273, -9.363972, -9.762814, -10.689375, -10.809346, -7.533742, -8.918986, -10.123448, -10.153269, -10.363886, -10.717523, -9.29575, -9.663075, -9.770495, -10.079914, -10.129089, -10.1656275]","[4, 4, 4, 3, 4, 4, 4, 4, 1, 4, 4, 2, 4, 3, 1, 2, 4, 3, 3, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1]","[6, 6, 6, 5, 6, 6, 6, 6, 1, 4, 6, 2, 6, 5, 1, 2, 6, 3, 5, 6]",0.7,0.825,0.7833333333333333,7
original,25,"[99, 83, 45, 195, 180, 37, 145, 82, 186, 198, 193, 178, 91, 79, 38, 194, 177, 188, 200, 181, 71, 41, 61, 187, 76]","[0.4801120475266222, 0.4739249899449388, 0.4675838987233528, 0.4657187068191666, 0.4523827542139506, 0.4086462503888527, 0.45970474831860425, 0.4553557647594553, 0.45343475853405935, 0.40435049422475466, 0.3714746162050294, 0.4364252017351977, 0.42142814621735003, 0.4198929642207814, 0.4188774331751416, 0.39500980530062924, 0.3945058433203374, 0.3918231187475026, 0.3882064933557806, 0.38052892464235183, 0.3574292410658443, 0.35627345617723705, 0.34801406201383306, 0.3471642696982164, 0.34496802902397605]","[4, 4, 4, 2, 3, 4, 1, 4, 3, 4, 3, 4, 3, 4, 4, 3, 4, 4, 2, 4, 4, 4, 1, 3, 4]","[1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1]","[6, 6, 6, 2, 5, 6, 1, 4, 5, 6, 5, 6, 3, 6, 6, 5, 6, 6, 2, 6, 6, 6, 1, 5, 6]",0.76,0.84,0.8133333333333334,7
reranked,25,"[37, 76, 188, 186, 83, 41, 38, 99, 92, 82, 198, 200, 178, 180, 145, 195, 71, 91, 194, 45, 79, 177, 199, 61, 109]","[-5.1586723, -6.4617925, -8.812684, -8.967273, -9.363972, -9.762814, -10.689375, -10.809346, -7.533742, -8.918986, -10.123448, -10.153269, -10.363886, -10.717523, -9.29575, -9.663075, -9.770495, -10.079914, -10.129089, -10.1656275, -10.389132, -10.757162, -10.980713, -11.019175, -11.160915]","[4, 4, 4, 3, 4, 4, 4, 4, 1, 4, 4, 2, 4, 3, 1, 2, 4, 3, 3, 4, 4, 4, 2, 1, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0]","[6, 6, 6, 5, 6, 6, 6, 6, 1, 4, 6, 2, 6, 5, 1, 2, 6, 3, 5, 6, 6, 6, 2, 1, 2]",0.64,0.79,0.74,7
original,10,"[77, 37, 91, 99, 181, 125, 83, 180, 177, 200]","[0.5810937696625542, 0.5298252902401148, 0.4599039227365771, 0.44932069598215396, 0.4472061215871585, 0.4418509862647716, 0.43711443407352346, 0.4170341619587591, 0.441733563727685, 0.43136199088154625]","[4, 4, 4, 4, 3, 3, 4, 4, 4, 4]","[1, 1, 0, 0, 1, 1, 1, 0, 1, 1]","[6, 6, 4, 4, 5, 5, 6, 4, 6, 6]",0.7,0.95,0.8666666666666667,8
reranked,10,"[37, 200, 82, 105, 83, 145, 94, 80, 79, 188]","[-0.069583826, -5.734257, -5.8730206, -7.227868, -8.185272, -9.012724, -9.071077, -9.435882, -10.937898, -9.023842]","[4, 4, 4, 4, 4, 3, 3, 4, 4, 4]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]","[6, 6, 4, 4, 6, 5, 3, 6, 6, 6]",0.7,0.95,0.8666666666666667,8
original,15,"[77, 37, 91, 99, 181, 125, 83, 180, 177, 200, 127, 186, 82, 79, 145]","[0.5810937696625542, 0.5298252902401148, 0.4599039227365771, 0.44932069598215396, 0.4472061215871585, 0.4418509862647716, 0.43711443407352346, 0.4170341619587591, 0.441733563727685, 0.43136199088154625, 0.40370111483789956, 0.3732558334244632, 0.3530398967513703, 0.46909905415462305, 0.4018251512538024]","[4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 4, 4, 4, 3]","[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1]","[6, 6, 4, 4, 5, 5, 6, 4, 6, 6, 5, 4, 4, 6, 5]",0.6666666666666666,0.9333333333333333,0.8444444444444444,8
reranked,15,"[37, 200, 82, 105, 83, 145, 94, 80, 79, 188, 45, 42, 178, 195, 77]","[-0.069583826, -5.734257, -5.8730206, -7.227868, -8.185272, -9.012724, -9.071077, -9.435882, -10.937898, -9.023842, -9.544665, -9.778941, -10.122383, -10.963196, -7.802746]","[4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1]","[6, 6, 4, 4, 6, 5, 3, 6, 6, 6, 6, 6, 6, 4, 6]",0.7333333333333333,0.9666666666666667,0.8888888888888888,8
original,20,"[77, 37, 91, 99, 181, 125, 83, 180, 177, 200, 127, 186, 82, 79, 145, 198, 108, 188, 178, 93]","[0.5810937696625542, 0.5298252902401148, 0.4599039227365771, 0.44932069598215396, 0.4472061215871585, 0.4418509862647716, 0.43711443407352346, 0.4170341619587591, 0.441733563727685, 0.43136199088154625, 0.40370111483789956, 0.3732558334244632, 0.3530398967513703, 0.46909905415462305, 0.4018251512538024, 0.39944091689654854, 0.3975958886074225, 0.3918714029399306, 0.3917435440005157, 0.38906954617890144]","[4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 4, 4, 4, 3, 4, 2, 4, 4, 3]","[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1]","[6, 6, 4, 4, 5, 5, 6, 4, 6, 6, 5, 4, 4, 6, 5, 4, 2, 6, 6, 5]",0.65,0.9125,0.825,8
reranked,20,"[37, 200, 82, 105, 83, 145, 94, 80, 79, 188, 45, 42, 178, 195, 77, 127, 99, 93, 108, 124]","[-0.069583826, -5.734257, -5.8730206, -7.227868, -8.185272, -9.012724, -9.071077, -9.435882, -10.937898, -9.023842, -9.544665, -9.778941, -10.122383, -10.963196, -7.802746, -8.327804, -8.607893, -8.709883, -8.907885, -9.040815]","[4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 2, 2]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0]","[6, 6, 4, 4, 6, 5, 3, 6, 6, 6, 6, 6, 6, 4, 6, 5, 4, 5, 2, 2]",0.65,0.9,0.8166666666666667,8
original,25,"[77, 37, 91, 99, 181, 125, 83, 180, 177, 200, 127, 186, 82, 79, 145, 198, 108, 188, 178, 93, 92, 194, 195, 105, 124]","[0.5810937696625542, 0.5298252902401148, 0.4599039227365771, 0.44932069598215396, 0.4472061215871585, 0.4418509862647716, 0.43711443407352346, 0.4170341619587591, 0.441733563727685, 0.43136199088154625, 0.40370111483789956, 0.3732558334244632, 0.3530398967513703, 0.46909905415462305, 0.4018251512538024, 0.39944091689654854, 0.3975958886074225, 0.3918714029399306, 0.3917435440005157, 0.38906954617890144, 0.38638866741304245, 0.38286882914658427, 0.3726315669288993, 0.3601775935637604, 0.35651373665044067]","[4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 4, 4, 4, 3, 4, 2, 4, 4, 3, 2, 4, 4, 4, 2]","[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0]","[6, 6, 4, 4, 5, 5, 6, 4, 6, 6, 5, 4, 4, 6, 5, 4, 2, 6, 6, 5, 2, 6, 4, 4, 2]",0.56,0.89,0.78,8
reranked,25,"[37, 200, 82, 105, 83, 145, 94, 80, 79, 188, 45, 42, 178, 195, 77, 127, 99, 93, 108, 124, 129, 125, 180, 128, 92]","[-0.069583826, -5.734257, -5.8730206, -7.227868, -8.185272, -9.012724, -9.071077, -9.435882, -10.937898, -9.023842, -9.544665, -9.778941, -10.122383, -10.963196, -7.802746, -8.327804, -8.607893, -8.709883, -8.907885, -9.040815, -9.250436, -9.526819, -9.593622, -9.774881, -10.191105]","[4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 2, 2, 1, 3, 4, 3, 2]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0]","[6, 6, 4, 4, 6, 5, 3, 6, 6, 6, 6, 6, 6, 4, 6, 5, 4, 5, 2, 2, 1, 5, 4, 5, 2]",0.6,0.85,0.7666666666666667,8
original,10,"[38, 180, 83, 99, 37, 145, 79, 45, 200, 188]","[0.618950067085767, 0.5826323434256968, 0.5634563355533768, 0.5492186339557756, 0.4741683299726135, 0.3855184239780951, 0.35947269463843806, 0.5354778621514402, 0.508163911539718, 0.4936945765217022]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,1.0,1.0,9
reranked,10,"[83, 37, 38, 145, 180, 105, 188, 195, 99, 181]","[-2.7694979, -4.050667, -4.736427, -6.6264772, -6.65909, -6.6608534, -7.550656, -10.043617, -10.266932, -5.2969522]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,1.0,1.0,9
original,15,"[38, 180, 83, 99, 37, 145, 79, 45, 200, 188, 195, 193, 178, 181, 186]","[0.618950067085767, 0.5826323434256968, 0.5634563355533768, 0.5492186339557756, 0.4741683299726135, 0.3855184239780951, 0.35947269463843806, 0.5354778621514402, 0.508163911539718, 0.4936945765217022, 0.4799049090761892, 0.5238541241358858, 0.4956918125548895, 0.483564996747479, 0.4823151962774694]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,1.0,1.0,9
reranked,15,"[83, 37, 38, 145, 180, 105, 188, 195, 99, 181, 193, 109, 104, 200, 82]","[-2.7694979, -4.050667, -4.736427, -6.6264772, -6.65909, -6.6608534, -7.550656, -10.043617, -10.266932, -5.2969522, -6.987809, -7.171567, -7.4042215, -9.514214, -9.776886]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6]",1.0,0.9833333333333333,0.9888888888888889,9
original,20,"[38, 180, 83, 99, 37, 145, 79, 45, 200, 188, 195, 193, 178, 181, 186, 91, 199, 44, 198, 92]","[0.618950067085767, 0.5826323434256968, 0.5634563355533768, 0.5492186339557756, 0.4741683299726135, 0.3855184239780951, 0.35947269463843806, 0.5354778621514402, 0.508163911539718, 0.4936945765217022, 0.4799049090761892, 0.5238541241358858, 0.4956918125548895, 0.483564996747479, 0.4823151962774694, 0.4820150845400429, 0.47476703281615373, 0.4641897642640903, 0.4609570898003734, 0.437679116732673]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,1.0,1.0,9
reranked,20,"[83, 37, 38, 145, 180, 105, 188, 195, 99, 181, 193, 109, 104, 200, 82, 186, 79, 178, 199, 92]","[-2.7694979, -4.050667, -4.736427, -6.6264772, -6.65909, -6.6608534, -7.550656, -10.043617, -10.266932, -5.2969522, -6.987809, -7.171567, -7.4042215, -9.514214, -9.776886, -10.19237, -10.471728, -6.6671944, -7.015783, -8.681604]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6]",1.0,0.9875,0.9916666666666667,9
original,25,"[38, 180, 83, 99, 37, 145, 79, 45, 200, 188, 195, 193, 178, 181, 186, 91, 199, 44, 198, 92, 109, 105, 82, 185, 77]","[0.618950067085767, 0.5826323434256968, 0.5634563355533768, 0.5492186339557756, 0.4741683299726135, 0.3855184239780951, 0.35947269463843806, 0.5354778621514402, 0.508163911539718, 0.4936945765217022, 0.4799049090761892, 0.5238541241358858, 0.4956918125548895, 0.483564996747479, 0.4823151962774694, 0.4820150845400429, 0.47476703281615373, 0.4641897642640903, 0.4609570898003734, 0.437679116732673, 0.4322041102586565, 0.41225930321648907, 0.40843715691158267, 0.40067231638396017, 0.39911274364924515]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,1.0,1.0,9
reranked,25,"[83, 37, 38, 145, 180, 105, 188, 195, 99, 181, 193, 109, 104, 200, 82, 186, 79, 178, 199, 92, 45, 77, 91, 41, 177]","[-2.7694979, -4.050667, -4.736427, -6.6264772, -6.65909, -6.6608534, -7.550656, -10.043617, -10.266932, -5.2969522, -6.987809, -7.171567, -7.4042215, -9.514214, -9.776886, -10.19237, -10.471728, -6.6671944, -7.015783, -8.681604, -9.211367, -9.2584915, -9.6335745, -9.634068, -9.926898]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,0.99,0.9933333333333333,9
original,10,"[92, 195, 83, 180, 85, 109, 145, 93, 200, 77]","[0.6609004019761393, 0.5172853606924912, 0.5166651858079163, 0.4205822475688372, 0.41211880382997557, 0.5885165531793182, 0.5204808066247002, 0.4408366364499017, 0.41812519473723303, 0.3623374829962812]","[4, 4, 4, 4, 4, 4, 3, 4, 3, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[6, 6, 6, 6, 6, 6, 5, 6, 3, 6]",0.9,0.95,0.9333333333333333,10
