method,top_n,question_order,match_scores,evaluation_scores,binary_scores,combined_scores,normalized_binary_score,normalized_score,normalized_combined_score,job_number
original,20,"[123, 82, 37, 83, 152, 99, 131, 180, 184, 200, 112, 38, 108, 85, 140, 192, 178, 105, 121, 138]","[0.8335424235192971, 0.7716159387559904, 0.7505573275394883, 0.7273044769980788, 0.7099845905196747, 0.6925532908720837, 0.6924962905156442, 0.6918364773028018, 0.673439184673817, 0.6630970653177386, 0.7988871141986106, 0.7096279960046432, 0.6948233141884124, 0.6705625533817889, 0.6689498498632697, 0.6668995035390709, 0.6636278073639093, 0.6612946429015668, 0.7988446776895649, 0.7755806776241029]","[4, 4, 4, 4, 1, 2, 3, 3, 4, 4, 4, 4, 4, 4, 4, 2, 4, 3, 2, 3]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0]","[6, 6, 6, 6, 1, 2, 3, 3, 4, 6, 6, 6, 6, 6, 6, 2, 6, 3, 4, 3]",0.6,0.8375,0.7583333333333333,5
reranked,20,"[154, 178, 121, 172, 87, 200, 85, 190, 140, 104, 123, 171, 99, 37, 76, 184, 82, 131, 138, 105]","[0.58611035, 0.3641048, 0.2990781, -0.0027418658, -0.44778392, -0.94639564, -1.2960441, -2.6161907, -2.9918187, -3.0436592, -0.23678198, -0.73735493, -1.0561131, -1.2153175, -1.726948, -2.689705, -3.239431, -3.273655, -0.39166883, -1.0533131]","[1, 4, 2, 1, 4, 4, 4, 3, 4, 4, 4, 1, 2, 4, 4, 4, 4, 3, 3, 3]","[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0]","[1, 6, 4, 1, 6, 6, 6, 5, 6, 6, 6, 1, 2, 6, 6, 4, 6, 3, 3, 3]",0.6,0.7875,0.725,5
original,25,"[123, 82, 37, 83, 152, 99, 131, 180, 184, 200, 112, 38, 108, 85, 140, 192, 178, 105, 121, 138, 117, 116, 129, 119, 122]","[0.8335424235192971, 0.7716159387559904, 0.7505573275394883, 0.7273044769980788, 0.7099845905196747, 0.6925532908720837, 0.6924962905156442, 0.6918364773028018, 0.673439184673817, 0.6630970653177386, 0.7988871141986106, 0.7096279960046432, 0.6948233141884124, 0.6705625533817889, 0.6689498498632697, 0.6668995035390709, 0.6636278073639093, 0.6612946429015668, 0.7988446776895649, 0.7755806776241029, 0.765155551829257, 0.7242828094623759, 0.7225587785923474, 0.7126918143975349, 0.7062696705221625]","[4, 4, 4, 4, 1, 2, 3, 3, 4, 4, 4, 4, 4, 4, 4, 2, 4, 3, 2, 3, 4, 2, 2, 3, 4]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]","[6, 6, 6, 6, 1, 2, 3, 3, 4, 6, 6, 6, 6, 6, 6, 2, 6, 3, 4, 3, 6, 2, 2, 3, 4]",0.52,0.82,0.72,5
reranked,25,"[154, 178, 121, 172, 87, 200, 85, 190, 140, 104, 123, 171, 99, 37, 76, 184, 82, 131, 138, 105, 79, 83, 117, 112, 54]","[0.58611035, 0.3641048, 0.2990781, -0.0027418658, -0.44778392, -0.94639564, -1.2960441, -2.6161907, -2.9918187, -3.0436592, -0.23678198, -0.73735493, -1.0561131, -1.2153175, -1.726948, -2.689705, -3.239431, -3.273655, -0.39166883, -1.0533131, -1.3032081, -1.3576467, -1.4083073, -1.5481596, -1.7619345]","[1, 4, 2, 1, 4, 4, 4, 3, 4, 4, 4, 1, 2, 4, 4, 4, 4, 3, 3, 3, 4, 4, 4, 4, 4]","[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1]","[1, 6, 4, 1, 6, 6, 6, 5, 6, 6, 6, 1, 2, 6, 6, 4, 6, 3, 3, 3, 6, 6, 6, 6, 6]",0.68,0.83,0.78,5
original,10,"[112, 99, 68, 184, 154, 123, 37, 140, 116, 138]","[0.7669252391471463, 0.7584844913089995, 0.7249144133918153, 0.7092259768685637, 0.6946677224926462, 0.6754920746793345, 0.6976087043163385, 0.7531078284062668, 0.7501236293209143, 0.7462843469816998]","[4, 4, 3, 4, 1, 4, 4, 4, 3, 3]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[6, 4, 3, 4, 1, 4, 6, 4, 3, 3]",0.2,0.85,0.6333333333333333,6
reranked,10,"[56, 178, 44, 185, 145, 121, 140, 155, 187, 179]","[-0.75759435, -0.8777531, -1.1749667, -1.2746408, -1.5037379, -2.4508767, -2.6240792, -1.5289129, -1.6454581, -1.8694229]","[1, 4, 4, 4, 4, 3, 4, 3, 4, 2]","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[1, 6, 6, 4, 6, 3, 4, 3, 4, 2]",0.3,0.825,0.65,6
original,15,"[112, 99, 68, 184, 154, 123, 37, 140, 116, 138, 117, 73, 137, 54, 44]","[0.7669252391471463, 0.7584844913089995, 0.7249144133918153, 0.7092259768685637, 0.6946677224926462, 0.6754920746793345, 0.6976087043163385, 0.7531078284062668, 0.7501236293209143, 0.7462843469816998, 0.7386745334267961, 0.7269300030986491, 0.7175274441290953, 0.7144166670664807, 0.7125918141171188]","[4, 4, 3, 4, 1, 4, 4, 4, 3, 3, 4, 3, 4, 3, 4]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1]","[6, 4, 3, 4, 1, 4, 6, 4, 3, 3, 4, 3, 4, 5, 6]",0.26666666666666666,0.8666666666666667,0.6666666666666666,6
reranked,15,"[56, 178, 44, 185, 145, 121, 140, 155, 187, 179, 112, 130, 138, 38, 73]","[-0.75759435, -0.8777531, -1.1749667, -1.2746408, -1.5037379, -2.4508767, -2.6240792, -1.5289129, -1.6454581, -1.8694229, -2.0160565, -2.516326, -2.7159111, -2.7579474, -3.6583102]","[1, 4, 4, 4, 4, 3, 4, 3, 4, 2, 4, 3, 3, 4, 3]","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[1, 6, 6, 4, 6, 3, 4, 3, 4, 2, 6, 3, 3, 6, 3]",0.3333333333333333,0.8333333333333334,0.6666666666666666,6
original,20,"[112, 99, 68, 184, 154, 123, 37, 140, 116, 138, 117, 73, 137, 54, 44, 83, 79, 179, 185, 71]","[0.7669252391471463, 0.7584844913089995, 0.7249144133918153, 0.7092259768685637, 0.6946677224926462, 0.6754920746793345, 0.6976087043163385, 0.7531078284062668, 0.7501236293209143, 0.7462843469816998, 0.7386745334267961, 0.7269300030986491, 0.7175274441290953, 0.7144166670664807, 0.7125918141171188, 0.7055012512400365, 0.7032465008281668, 0.7006766727471444, 0.6997365518696335, 0.6971781040253028]","[4, 4, 3, 4, 1, 4, 4, 4, 3, 3, 4, 3, 4, 3, 4, 4, 4, 2, 4, 4]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1]","[6, 4, 3, 4, 1, 4, 6, 4, 3, 3, 4, 3, 4, 5, 6, 4, 6, 2, 4, 6]",0.3,0.875,0.6833333333333333,6
reranked,20,"[56, 178, 44, 185, 145, 121, 140, 155, 187, 179, 112, 130, 138, 38, 73, 123, 117, 99, 68, 54]","[-0.75759435, -0.8777531, -1.1749667, -1.2746408, -1.5037379, -2.4508767, -2.6240792, -1.5289129, -1.6454581, -1.8694229, -2.0160565, -2.516326, -2.7159111, -2.7579474, -3.6583102, -1.2306247, -1.4615397, -1.7504853, -1.8101848, -1.936004]","[1, 4, 4, 4, 4, 3, 4, 3, 4, 2, 4, 3, 3, 4, 3, 4, 4, 4, 3, 3]","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]","[1, 6, 6, 4, 6, 3, 4, 3, 4, 2, 6, 3, 3, 6, 3, 4, 4, 4, 3, 5]",0.3,0.85,0.6666666666666666,6
original,25,"[112, 99, 68, 184, 154, 123, 37, 140, 116, 138, 117, 73, 137, 54, 44, 83, 79, 179, 185, 71, 56, 155, 15, 118, 139]","[0.7669252391471463, 0.7584844913089995, 0.7249144133918153, 0.7092259768685637, 0.6946677224926462, 0.6754920746793345, 0.6976087043163385, 0.7531078284062668, 0.7501236293209143, 0.7462843469816998, 0.7386745334267961, 0.7269300030986491, 0.7175274441290953, 0.7144166670664807, 0.7125918141171188, 0.7055012512400365, 0.7032465008281668, 0.7006766727471444, 0.6997365518696335, 0.6971781040253028, 0.6965985882430767, 0.694491061932403, 0.693215560557757, 0.6895987101128228, 0.6843583013898689]","[4, 4, 3, 4, 1, 4, 4, 4, 3, 3, 4, 3, 4, 3, 4, 4, 4, 2, 4, 4, 1, 3, 1, 3, 4]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[6, 4, 3, 4, 1, 4, 6, 4, 3, 3, 4, 3, 4, 5, 6, 4, 6, 2, 4, 6, 1, 3, 1, 3, 4]",0.24,0.82,0.6266666666666667,6
reranked,25,"[56, 178, 44, 185, 145, 121, 140, 155, 187, 179, 112, 130, 138, 38, 73, 123, 117, 99, 68, 54, 15, 83, 79, 151, 180]","[-0.75759435, -0.8777531, -1.1749667, -1.2746408, -1.5037379, -2.4508767, -2.6240792, -1.5289129, -1.6454581, -1.8694229, -2.0160565, -2.516326, -2.7159111, -2.7579474, -3.6583102, -1.2306247, -1.4615397, -1.7504853, -1.8101848, -1.936004, -2.2825894, -2.4953613, -2.6843467, -2.8164134, -2.918782]","[1, 4, 4, 4, 4, 3, 4, 3, 4, 2, 4, 3, 3, 4, 3, 4, 4, 4, 3, 3, 1, 4, 4, 1, 4]","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[1, 6, 6, 4, 6, 3, 4, 3, 4, 2, 6, 3, 3, 6, 3, 4, 4, 4, 3, 5, 1, 4, 6, 1, 4]",0.28,0.82,0.64,6
original,10,"[99, 38, 180, 189, 37, 187, 188, 181, 86, 178]","[0.7824093542952238, 0.7727994230026685, 0.7457048009790936, 0.7343047286940986, 0.7271992756032974, 0.7090686930304797, 0.7792584108872778, 0.755397384263173, 0.7148953099810953, 0.7038197155610173]","[4, 4, 3, 3, 4, 3, 4, 4, 2, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[6, 6, 5, 5, 6, 5, 6, 6, 2, 6]",0.9,0.875,0.8833333333333333,7
reranked,10,"[183, 99, 180, 189, 37, 79, 86, 54, 178, 184]","[0.5970787, 0.5623096, -0.3379092, -0.795416, -0.85742366, -1.0631834, -1.079902, -1.6360613, -2.199666, 0.55160517]","[2, 4, 3, 3, 4, 4, 2, 3, 4, 4]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[2, 6, 5, 5, 6, 6, 2, 5, 6, 6]",0.8,0.825,0.8166666666666667,7
original,15,"[99, 38, 180, 189, 37, 187, 188, 181, 86, 178, 184, 179, 140, 190, 133]","[0.7824093542952238, 0.7727994230026685, 0.7457048009790936, 0.7343047286940986, 0.7271992756032974, 0.7090686930304797, 0.7792584108872778, 0.755397384263173, 0.7148953099810953, 0.7038197155610173, 0.6916551057172515, 0.6836033371778363, 0.7536343661416424, 0.7368067547252362, 0.7040100751909695]","[4, 4, 3, 3, 4, 3, 4, 4, 2, 4, 4, 3, 3, 3, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[6, 6, 5, 5, 6, 5, 6, 6, 2, 6, 6, 5, 5, 5, 6]",0.9333333333333333,0.8666666666666667,0.8888888888888888,7
reranked,15,"[183, 99, 180, 189, 37, 79, 86, 54, 178, 184, 190, 38, 186, 113, 188]","[0.5970787, 0.5623096, -0.3379092, -0.795416, -0.85742366, -1.0631834, -1.079902, -1.6360613, -2.199666, 0.55160517, -0.5096566, -2.577219, 0.2995576, -0.5485022, -0.78959924]","[2, 4, 3, 3, 4, 4, 2, 3, 4, 4, 3, 4, 3, 3, 4]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[2, 6, 5, 5, 6, 6, 2, 5, 6, 6, 5, 6, 5, 5, 6]",0.8666666666666667,0.8333333333333334,0.8444444444444444,7
original,20,"[99, 38, 180, 189, 37, 187, 188, 181, 86, 178, 184, 179, 140, 190, 133, 139, 54, 135, 83, 79]","[0.7824093542952238, 0.7727994230026685, 0.7457048009790936, 0.7343047286940986, 0.7271992756032974, 0.7090686930304797, 0.7792584108872778, 0.755397384263173, 0.7148953099810953, 0.7038197155610173, 0.6916551057172515, 0.6836033371778363, 0.7536343661416424, 0.7368067547252362, 0.7040100751909695, 0.700442938579781, 0.6993429033635068, 0.6988460426037357, 0.6821251372385708, 0.6806474161362304]","[4, 4, 3, 3, 4, 3, 4, 4, 2, 4, 4, 3, 3, 3, 4, 4, 3, 3, 4, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[6, 6, 5, 5, 6, 5, 6, 6, 2, 6, 6, 5, 5, 5, 6, 6, 5, 5, 6, 6]",0.95,0.875,0.9,7
reranked,20,"[183, 99, 180, 189, 37, 79, 86, 54, 178, 184, 190, 38, 186, 113, 188, 192, 187, 191, 181, 140]","[0.5970787, 0.5623096, -0.3379092, -0.795416, -0.85742366, -1.0631834, -1.079902, -1.6360613, -2.199666, 0.55160517, -0.5096566, -2.577219, 0.2995576, -0.5485022, -0.78959924, -1.0088551, -1.0217232, -1.3502812, -1.4418882, -1.5767267]","[2, 4, 3, 3, 4, 4, 2, 3, 4, 4, 3, 4, 3, 3, 4, 2, 3, 3, 4, 3]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[2, 6, 5, 5, 6, 6, 2, 5, 6, 6, 5, 6, 5, 5, 6, 2, 5, 5, 6, 5]",0.85,0.8125,0.825,7
original,25,"[99, 38, 180, 189, 37, 187, 188, 181, 86, 178, 184, 179, 140, 190, 133, 139, 54, 135, 83, 79, 44, 192, 113, 186, 185]","[0.7824093542952238, 0.7727994230026685, 0.7457048009790936, 0.7343047286940986, 0.7271992756032974, 0.7090686930304797, 0.7792584108872778, 0.755397384263173, 0.7148953099810953, 0.7038197155610173, 0.6916551057172515, 0.6836033371778363, 0.7536343661416424, 0.7368067547252362, 0.7040100751909695, 0.700442938579781, 0.6993429033635068, 0.6988460426037357, 0.6821251372385708, 0.6806474161362304, 0.6737723969646867, 0.6708431779070932, 0.6694866802136166, 0.6672001423446874, 0.6645172059692829]","[4, 4, 3, 3, 4, 3, 4, 4, 2, 4, 4, 3, 3, 3, 4, 4, 3, 3, 4, 4, 3, 2, 3, 3, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[6, 6, 5, 5, 6, 5, 6, 6, 2, 6, 6, 5, 5, 5, 6, 6, 5, 5, 6, 6, 5, 2, 5, 5, 5]",0.92,0.84,0.8666666666666667,7
reranked,25,"[183, 99, 180, 189, 37, 79, 86, 54, 178, 184, 190, 38, 186, 113, 188, 192, 187, 191, 181, 140, 83, 200, 135, 179, 185]","[0.5970787, 0.5623096, -0.3379092, -0.795416, -0.85742366, -1.0631834, -1.079902, -1.6360613, -2.199666, 0.55160517, -0.5096566, -2.577219, 0.2995576, -0.5485022, -0.78959924, -1.0088551, -1.0217232, -1.3502812, -1.4418882, -1.5767267, -2.165879, -2.7037225, -2.934132, -3.0615764, -3.2533379]","[2, 4, 3, 3, 4, 4, 2, 3, 4, 4, 3, 4, 3, 3, 4, 2, 3, 3, 4, 3, 4, 2, 3, 3, 3]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[2, 6, 5, 5, 6, 6, 2, 5, 6, 6, 5, 6, 5, 5, 6, 2, 5, 5, 6, 5, 6, 2, 5, 5, 5]",0.84,0.8,0.8133333333333334,7
original,10,"[138, 197, 38, 99, 137, 184, 152, 123, 54, 200]","[0.8323925905990498, 0.8177314204578486, 0.8071077366642572, 0.7849874252795888, 0.7563558160399426, 0.7483010478755605, 0.6969374413023444, 0.8288785871921227, 0.8039926478279671, 0.7530356043311749]","[3, 4, 4, 4, 4, 4, 2, 3, 3, 4]","[0, 1, 1, 0, 0, 1, 0, 0, 1, 1]","[3, 6, 6, 4, 4, 6, 2, 3, 5, 6]",0.5,0.875,0.75,8
reranked,10,"[105, 197, 38, 172, 86, 121, 178, 185, 140, 93]","[2.1125426, 2.091425, 1.0837046, 0.329489, -0.36442345, -1.3742949, -1.4524816, -1.7191765, -1.8093287, 0.6337069]","[4, 4, 4, 1, 4, 2, 4, 4, 4, 3]","[0, 1, 1, 0, 0, 0, 1, 0, 1, 1]","[4, 6, 6, 1, 4, 2, 6, 4, 6, 5]",0.5,0.85,0.7333333333333333,8
original,15,"[138, 197, 38, 99, 137, 184, 152, 123, 54, 200, 112, 86, 187, 37, 179]","[0.8323925905990498, 0.8177314204578486, 0.8071077366642572, 0.7849874252795888, 0.7563558160399426, 0.7483010478755605, 0.6969374413023444, 0.8288785871921227, 0.8039926478279671, 0.7530356043311749, 0.7347073377926931, 0.7251663343708934, 0.7189225865880753, 0.7053110547215335, 0.6984348906486924]","[3, 4, 4, 4, 4, 4, 2, 3, 3, 4, 4, 4, 4, 4, 4]","[0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[3, 6, 6, 4, 4, 6, 2, 3, 5, 6, 6, 4, 4, 6, 4]",0.4666666666666667,0.9166666666666666,0.7666666666666667,8
reranked,15,"[105, 197, 38, 172, 86, 121, 178, 185, 140, 93, 41, 194, 137, 179, 76]","[2.1125426, 2.091425, 1.0837046, 0.329489, -0.36442345, -1.3742949, -1.4524816, -1.7191765, -1.8093287, 0.6337069, -0.25999928, -1.0239916, -3.498879, -3.9074068, 1.6564167]","[4, 4, 4, 1, 4, 2, 4, 4, 4, 3, 4, 4, 4, 4, 4]","[0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1]","[4, 6, 6, 1, 4, 2, 6, 4, 6, 5, 6, 6, 4, 4, 6]",0.5333333333333333,0.9,0.7777777777777778,8
original,20,"[138, 197, 38, 99, 137, 184, 152, 123, 54, 200, 112, 86, 187, 37, 179, 159, 140, 117, 178, 44]","[0.8323925905990498, 0.8177314204578486, 0.8071077366642572, 0.7849874252795888, 0.7563558160399426, 0.7483010478755605, 0.6969374413023444, 0.8288785871921227, 0.8039926478279671, 0.7530356043311749, 0.7347073377926931, 0.7251663343708934, 0.7189225865880753, 0.7053110547215335, 0.6984348906486924, 0.6917669812672123, 0.7950614506506062, 0.7857100172634828, 0.7846209588528597, 0.7837012363479341]","[3, 4, 4, 4, 4, 4, 2, 3, 3, 4, 4, 4, 4, 4, 4, 2, 4, 3, 4, 4]","[0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1]","[3, 6, 6, 4, 4, 6, 2, 3, 5, 6, 6, 4, 4, 6, 4, 2, 6, 5, 6, 6]",0.55,0.9,0.7833333333333333,8
reranked,20,"[105, 197, 38, 172, 86, 121, 178, 185, 140, 93, 41, 194, 137, 179, 76, 91, 99, 79, 200, 85]","[2.1125426, 2.091425, 1.0837046, 0.329489, -0.36442345, -1.3742949, -1.4524816, -1.7191765, -1.8093287, 0.6337069, -0.25999928, -1.0239916, -3.498879, -3.9074068, 1.6564167, 1.6523404, 1.4140794, 1.2902014, 1.1229253, 1.0597526]","[4, 4, 4, 1, 4, 2, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1]","[4, 6, 6, 1, 4, 2, 6, 4, 6, 5, 6, 6, 4, 4, 6, 4, 4, 6, 6, 6]",0.55,0.925,0.8,8
original,25,"[138, 197, 38, 99, 137, 184, 152, 123, 54, 200, 112, 86, 187, 37, 179, 159, 140, 117, 178, 44, 181, 116, 121, 133, 134]","[0.8323925905990498, 0.8177314204578486, 0.8071077366642572, 0.7849874252795888, 0.7563558160399426, 0.7483010478755605, 0.6969374413023444, 0.8288785871921227, 0.8039926478279671, 0.7530356043311749, 0.7347073377926931, 0.7251663343708934, 0.7189225865880753, 0.7053110547215335, 0.6984348906486924, 0.6917669812672123, 0.7950614506506062, 0.7857100172634828, 0.7846209588528597, 0.7837012363479341, 0.7787386149642304, 0.7748628589409456, 0.7672309443455603, 0.7576841464598743, 0.7559784421801536]","[3, 4, 4, 4, 4, 4, 2, 3, 3, 4, 4, 4, 4, 4, 4, 2, 4, 3, 4, 4, 3, 2, 2, 4, 4]","[0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]","[3, 6, 6, 4, 4, 6, 2, 3, 5, 6, 6, 4, 4, 6, 4, 2, 6, 5, 6, 6, 5, 2, 2, 4, 4]",0.48,0.87,0.74,8
reranked,25,"[105, 197, 38, 172, 86, 121, 178, 185, 140, 93, 41, 194, 137, 179, 76, 91, 99, 79, 200, 85, 83, 191, 96, 44, 45]","[2.1125426, 2.091425, 1.0837046, 0.329489, -0.36442345, -1.3742949, -1.4524816, -1.7191765, -1.8093287, 0.6337069, -0.25999928, -1.0239916, -3.498879, -3.9074068, 1.6564167, 1.6523404, 1.4140794, 1.2902014, 1.1229253, 1.0597526, 0.5534045, 0.11287058, -0.3342438, -0.5010747, -0.947304]","[4, 4, 4, 1, 4, 2, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1]","[4, 6, 6, 1, 4, 2, 6, 4, 6, 5, 6, 6, 4, 4, 6, 4, 4, 6, 6, 6, 6, 4, 6, 6, 6]",0.6,0.94,0.8266666666666667,8
original,10,"[181, 123, 92, 93, 99, 189, 152, 145, 184, 178]","[0.8515027602694659, 0.85033617629021, 0.8278775904942846, 0.7763268940314805, 0.7641956500763167, 0.755776884826067, 0.7457406430367308, 0.6935743692658904, 0.6925563446895918, 0.8326888800261786]","[4, 3, 4, 3, 4, 4, 1, 4, 4, 4]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[6, 5, 6, 5, 6, 6, 1, 6, 6, 6]",0.9,0.875,0.8833333333333333,9
reranked,10,"[109, 123, 172, 38, 105, 83, 85, 178, 145, 195]","[2.1414769, 0.3169036, 0.09366233, -0.6826513, -0.8437562, -2.0752323, -2.2603002, -2.6983378, -3.5701423, 1.4792616]","[4, 3, 1, 4, 4, 4, 4, 4, 4, 4]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[6, 5, 1, 6, 6, 6, 6, 6, 6, 6]",0.9,0.9,0.9,9
original,15,"[181, 123, 92, 93, 99, 189, 152, 145, 184, 178, 195, 112, 200, 159, 96]","[0.8515027602694659, 0.85033617629021, 0.8278775904942846, 0.7763268940314805, 0.7641956500763167, 0.755776884826067, 0.7457406430367308, 0.6935743692658904, 0.6925563446895918, 0.8326888800261786, 0.823109231556771, 0.8225387705737246, 0.7512217160092527, 0.7288548882250032, 0.7216798474147814]","[4, 3, 4, 3, 4, 4, 1, 4, 4, 4, 4, 3, 4, 1, 4]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1]","[6, 5, 6, 5, 6, 6, 1, 6, 6, 6, 6, 5, 6, 1, 6]",0.8666666666666667,0.85,0.8555555555555555,9
reranked,15,"[109, 123, 172, 38, 105, 83, 85, 178, 145, 195, 154, 111, 189, 64, 181]","[2.1414769, 0.3169036, 0.09366233, -0.6826513, -0.8437562, -2.0752323, -2.2603002, -2.6983378, -3.5701423, 1.4792616, 0.0331788, -0.21484193, -1.0297503, -1.3162143, -1.3470128]","[4, 3, 1, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[6, 5, 1, 6, 6, 6, 6, 6, 6, 6, 1, 6, 6, 6, 6]",0.8666666666666667,0.8833333333333333,0.8777777777777778,9
original,20,"[181, 123, 92, 93, 99, 189, 152, 145, 184, 178, 195, 112, 200, 159, 96, 105, 37, 140, 38, 138]","[0.8515027602694659, 0.85033617629021, 0.8278775904942846, 0.7763268940314805, 0.7641956500763167, 0.755776884826067, 0.7457406430367308, 0.6935743692658904, 0.6925563446895918, 0.8326888800261786, 0.823109231556771, 0.8225387705737246, 0.7512217160092527, 0.7288548882250032, 0.7216798474147814, 0.6959183818395995, 0.6894530013318827, 0.6817501310560525, 0.8324067396622518, 0.815280477305347]","[4, 3, 4, 3, 4, 4, 1, 4, 4, 4, 4, 3, 4, 1, 4, 4, 4, 3, 4, 2]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[6, 5, 6, 5, 6, 6, 1, 6, 6, 6, 6, 5, 6, 1, 6, 6, 6, 5, 6, 4]",0.9,0.85,0.8666666666666667,9
reranked,20,"[109, 123, 172, 38, 105, 83, 85, 178, 145, 195, 154, 111, 189, 64, 181, 93, 200, 140, 144, 199]","[2.1414769, 0.3169036, 0.09366233, -0.6826513, -0.8437562, -2.0752323, -2.2603002, -2.6983378, -3.5701423, 1.4792616, 0.0331788, -0.21484193, -1.0297503, -1.3162143, -1.3470128, -2.3681583, -2.7872405, -3.6996245, -4.2070184, 1.3451402]","[4, 3, 1, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 3, 4, 3, 4, 4]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[6, 5, 1, 6, 6, 6, 6, 6, 6, 6, 1, 6, 6, 6, 6, 5, 6, 5, 4, 6]",0.85,0.8875,0.875,9
original,25,"[181, 123, 92, 93, 99, 189, 152, 145, 184, 178, 195, 112, 200, 159, 96, 105, 37, 140, 38, 138, 199, 117, 109, 54, 121]","[0.8515027602694659, 0.85033617629021, 0.8278775904942846, 0.7763268940314805, 0.7641956500763167, 0.755776884826067, 0.7457406430367308, 0.6935743692658904, 0.6925563446895918, 0.8326888800261786, 0.823109231556771, 0.8225387705737246, 0.7512217160092527, 0.7288548882250032, 0.7216798474147814, 0.6959183818395995, 0.6894530013318827, 0.6817501310560525, 0.8324067396622518, 0.815280477305347, 0.8050304122876384, 0.8038105397723256, 0.8012325444957424, 0.7979696612661267, 0.7949134085502434]","[4, 3, 4, 3, 4, 4, 1, 4, 4, 4, 4, 3, 4, 1, 4, 4, 4, 3, 4, 2, 4, 4, 4, 4, 2]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[6, 5, 6, 5, 6, 6, 1, 6, 6, 6, 6, 5, 6, 1, 6, 6, 6, 5, 6, 4, 6, 6, 6, 6, 4]",0.92,0.86,0.88,9
