method,top_n,question_order,match_scores,evaluation_scores,binary_scores,combined_scores,normalized_binary_score,normalized_score,normalized_combined_score,job_number
original,20,"[112, 44, 37, 82, 99, 85, 78, 145, 140, 42, 83, 184, 180, 138, 123, 134, 133, 135, 116, 117]","[0.8369225091898986, 0.7652854504549194, 0.7632218302537779, 0.756401119911065, 0.7476622819453989, 0.7209027639320176, 0.6940179593101319, 0.6628191920434983, 0.8282611878002886, 0.7499770395577348, 0.7230139283161059, 0.6930564245493434, 0.6331965666362797, 0.8261599060948384, 0.8163948880488363, 0.797950087089526, 0.7959765391259338, 0.7926807669202145, 0.7891081793070882, 0.7858377841685396]","[4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 3, 2, 4]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 4, 3, 3, 6, 4, 4, 3, 2, 6]",0.6,0.9125,0.8083333333333333,5
reranked,20,"[104, 85, 107, 140, 87, 82, 37, 102, 154, 138, 76, 105, 44, 78, 93, 152, 108, 83, 200, 197]","[1.2680658, 0.7778195, 0.4148636, 0.3644897, -0.20823117, -1.0094981, -1.0880096, -1.5620074, 0.7561122, -0.06513642, -0.9573035, -1.0902228, -1.1916299, -2.2971556, 0.45975605, -0.15925841, -0.3628166, -0.42801988, -0.5205969, -0.6102128]","[4, 4, 3, 4, 4, 4, 4, 3, 1, 3, 4, 3, 4, 4, 4, 1, 4, 4, 4, 4]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0]","[6, 6, 5, 6, 6, 6, 6, 3, 1, 3, 6, 3, 6, 6, 6, 1, 6, 6, 6, 4]",0.7,0.875,0.8166666666666667,5
original,25,"[112, 44, 37, 82, 99, 85, 78, 145, 140, 42, 83, 184, 180, 138, 123, 134, 133, 135, 116, 117, 122, 41, 54, 68, 104]","[0.8369225091898986, 0.7652854504549194, 0.7632218302537779, 0.756401119911065, 0.7476622819453989, 0.7209027639320176, 0.6940179593101319, 0.6628191920434983, 0.8282611878002886, 0.7499770395577348, 0.7230139283161059, 0.6930564245493434, 0.6331965666362797, 0.8261599060948384, 0.8163948880488363, 0.797950087089526, 0.7959765391259338, 0.7926807669202145, 0.7891081793070882, 0.7858377841685396, 0.7763378983533029, 0.7387125924801532, 0.7376623137739307, 0.7260128638133938, 0.717202609436281]","[4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 3, 2, 4, 4, 4, 4, 4, 4]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 4, 3, 3, 6, 4, 4, 3, 2, 6, 4, 6, 6, 4, 6]",0.6,0.93,0.82,5
reranked,25,"[104, 85, 107, 140, 87, 82, 37, 102, 154, 138, 76, 105, 44, 78, 93, 152, 108, 83, 200, 197, 99, 94, 135, 79, 199]","[1.2680658, 0.7778195, 0.4148636, 0.3644897, -0.20823117, -1.0094981, -1.0880096, -1.5620074, 0.7561122, -0.06513642, -0.9573035, -1.0902228, -1.1916299, -2.2971556, 0.45975605, -0.15925841, -0.3628166, -0.42801988, -0.5205969, -0.6102128, -0.6184342, -0.64844316, -0.76802504, -0.81290114, -0.9062388]","[4, 4, 3, 4, 4, 4, 4, 3, 1, 3, 4, 3, 4, 4, 4, 1, 4, 4, 4, 4, 2, 4, 3, 4, 4]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0]","[6, 6, 5, 6, 6, 6, 6, 3, 1, 3, 6, 3, 6, 6, 6, 1, 6, 6, 6, 4, 2, 6, 3, 6, 4]",0.64,0.87,0.7933333333333333,5
original,10,"[83, 123, 44, 99, 144, 112, 184, 68, 178, 41]","[0.8473386658592217, 0.8265833244653005, 0.8230652894183352, 0.7928884680000907, 0.7551773761970384, 0.7492219943678615, 0.7157137711993358, 0.6918314311962774, 0.6684750325061015, 0.7794710191831888]","[4, 4, 4, 4, 3, 4, 4, 3, 4, 4]","[0, 0, 1, 0, 0, 1, 0, 0, 1, 1]","[4, 4, 6, 4, 3, 6, 4, 3, 6, 6]",0.4,0.95,0.7666666666666667,6
reranked,10,"[170, 63, 86, 144, 178, 79, 135, 37, 113, 149]","[1.2271123, 1.0975773, 0.738152, -0.17338435, -0.74041504, -0.7441739, -1.5807276, -1.8085036, -2.6248848, 0.9138604]","[1, 4, 4, 3, 4, 4, 4, 4, 4, 3]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0]","[1, 6, 4, 3, 6, 6, 4, 6, 6, 3]",0.5,0.875,0.75,6
original,15,"[83, 123, 44, 99, 144, 112, 184, 68, 178, 41, 180, 152, 140, 145, 138]","[0.8473386658592217, 0.8265833244653005, 0.8230652894183352, 0.7928884680000907, 0.7551773761970384, 0.7492219943678615, 0.7157137711993358, 0.6918314311962774, 0.6684750325061015, 0.7794710191831888, 0.690977309188494, 0.6900425102199166, 0.6647992113080963, 0.6611694560469479, 0.7876741423911153]","[4, 4, 4, 4, 3, 4, 4, 3, 4, 4, 4, 1, 4, 4, 3]","[0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0]","[4, 4, 6, 4, 3, 6, 4, 3, 6, 6, 4, 1, 4, 6, 3]",0.3333333333333333,0.9,0.7111111111111111,6
reranked,15,"[170, 63, 86, 144, 178, 79, 135, 37, 113, 149, 44, 64, 108, 140, 128]","[1.2271123, 1.0975773, 0.738152, -0.17338435, -0.74041504, -0.7441739, -1.5807276, -1.8085036, -2.6248848, 0.9138604, 0.6591564, 0.51417553, -0.8840018, -1.047652, -1.2420734]","[1, 4, 4, 3, 4, 4, 4, 4, 4, 3, 4, 4, 2, 4, 3]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0]","[1, 6, 4, 3, 6, 6, 4, 6, 6, 3, 6, 6, 2, 4, 3]",0.4666666666666667,0.8666666666666667,0.7333333333333333,6
original,20,"[83, 123, 44, 99, 144, 112, 184, 68, 178, 41, 180, 152, 140, 145, 138, 117, 54, 129, 63, 52]","[0.8473386658592217, 0.8265833244653005, 0.8230652894183352, 0.7928884680000907, 0.7551773761970384, 0.7492219943678615, 0.7157137711993358, 0.6918314311962774, 0.6684750325061015, 0.7794710191831888, 0.690977309188494, 0.6900425102199166, 0.6647992113080963, 0.6611694560469479, 0.7876741423911153, 0.7821506061793949, 0.770644739996613, 0.7674091446618573, 0.7566794054816369, 0.7544104440289835]","[4, 4, 4, 4, 3, 4, 4, 3, 4, 4, 4, 1, 4, 4, 3, 4, 3, 3, 4, 3]","[0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[4, 4, 6, 4, 3, 6, 4, 3, 6, 6, 4, 1, 4, 6, 3, 4, 5, 3, 6, 5]",0.4,0.8875,0.725,6
reranked,20,"[170, 63, 86, 144, 178, 79, 135, 37, 113, 149, 44, 64, 108, 140, 128, 117, 112, 123, 130, 174]","[1.2271123, 1.0975773, 0.738152, -0.17338435, -0.74041504, -0.7441739, -1.5807276, -1.8085036, -2.6248848, 0.9138604, 0.6591564, 0.51417553, -0.8840018, -1.047652, -1.2420734, -1.62635, -2.524694, -3.3212874, -3.8101816, 0.7903912]","[1, 4, 4, 3, 4, 4, 4, 4, 4, 3, 4, 4, 2, 4, 3, 4, 4, 4, 3, 1]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 6, 4, 3, 6, 6, 4, 6, 6, 3, 6, 6, 2, 4, 3, 4, 6, 4, 3, 1]",0.4,0.85,0.7,6
original,25,"[83, 123, 44, 99, 144, 112, 184, 68, 178, 41, 180, 152, 140, 145, 138, 117, 54, 129, 63, 52, 71, 42, 79, 121, 84]","[0.8473386658592217, 0.8265833244653005, 0.8230652894183352, 0.7928884680000907, 0.7551773761970384, 0.7492219943678615, 0.7157137711993358, 0.6918314311962774, 0.6684750325061015, 0.7794710191831888, 0.690977309188494, 0.6900425102199166, 0.6647992113080963, 0.6611694560469479, 0.7876741423911153, 0.7821506061793949, 0.770644739996613, 0.7674091446618573, 0.7566794054816369, 0.7544104440289835, 0.7538253520411813, 0.7533831203213303, 0.7501123862885605, 0.7500239522645238, 0.7477257685058242]","[4, 4, 4, 4, 3, 4, 4, 3, 4, 4, 4, 1, 4, 4, 3, 4, 3, 3, 4, 3, 4, 4, 4, 3, 3]","[0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0]","[4, 4, 6, 4, 3, 6, 4, 3, 6, 6, 4, 1, 4, 6, 3, 4, 5, 3, 6, 5, 6, 6, 6, 3, 3]",0.44,0.89,0.74,6
reranked,25,"[170, 63, 86, 144, 178, 79, 135, 37, 113, 149, 44, 64, 108, 140, 128, 117, 112, 123, 130, 174, 68, 99, 41, 85, 154]","[1.2271123, 1.0975773, 0.738152, -0.17338435, -0.74041504, -0.7441739, -1.5807276, -1.8085036, -2.6248848, 0.9138604, 0.6591564, 0.51417553, -0.8840018, -1.047652, -1.2420734, -1.62635, -2.524694, -3.3212874, -3.8101816, 0.7903912, 0.23064399, 0.13992676, 0.0010459125, -0.11338581, -0.36336723]","[1, 4, 4, 3, 4, 4, 4, 4, 4, 3, 4, 4, 2, 4, 3, 4, 4, 4, 3, 1, 3, 4, 4, 4, 1]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 6, 4, 3, 6, 6, 4, 6, 6, 3, 6, 6, 2, 4, 3, 4, 6, 4, 3, 1, 3, 4, 6, 4, 1]",0.36,0.84,0.68,6
original,10,"[188, 38, 140, 99, 187, 180, 37, 181, 123, 184]","[0.8570008000543078, 0.8019891939155172, 0.7834309482697014, 0.7584685952679469, 0.7332363293515134, 0.7073434109967223, 0.6738494183811184, 0.7833436992163179, 0.7591761716734331, 0.7079374641932163]","[4, 4, 3, 4, 3, 3, 4, 4, 3, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[6, 6, 5, 6, 5, 5, 6, 6, 5, 6]",1.0,0.9,0.9333333333333333,7
reranked,10,"[188, 91, 140, 86, 99, 38, 105, 197, 138, 45]","[3.1438565, 2.0308504, 1.896701, 0.82900774, 0.14839907, -0.690136, 1.7748954, 0.44660997, -0.01310239, -1.0314237]","[4, 3, 3, 2, 4, 4, 3, 3, 1, 4]","[1, 0, 1, 0, 1, 1, 1, 1, 0, 1]","[6, 3, 5, 2, 6, 6, 5, 5, 1, 6]",0.7,0.775,0.75,7
original,15,"[188, 38, 140, 99, 187, 180, 37, 181, 123, 184, 138, 68, 113, 197, 135]","[0.8570008000543078, 0.8019891939155172, 0.7834309482697014, 0.7584685952679469, 0.7332363293515134, 0.7073434109967223, 0.6738494183811184, 0.7833436992163179, 0.7591761716734331, 0.7079374641932163, 0.6850853933681227, 0.6822544842411049, 0.6678114729921683, 0.6548120188691754, 0.7515906561408549]","[4, 4, 3, 4, 3, 3, 4, 4, 3, 4, 1, 1, 3, 3, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1]","[6, 6, 5, 6, 5, 5, 6, 6, 5, 6, 1, 1, 5, 5, 5]",0.8666666666666667,0.7833333333333333,0.8111111111111111,7
reranked,15,"[188, 91, 140, 86, 99, 38, 105, 197, 138, 45, 63, 37, 85, 116, 76]","[3.1438565, 2.0308504, 1.896701, 0.82900774, 0.14839907, -0.690136, 1.7748954, 0.44660997, -0.01310239, -1.0314237, -1.8230875, -2.8626924, 1.1443778, 1.0030434, 0.6497614]","[4, 3, 3, 2, 4, 4, 3, 3, 1, 4, 4, 4, 3, 2, 4]","[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1]","[6, 3, 5, 2, 6, 6, 5, 5, 1, 6, 6, 6, 5, 2, 6]",0.7333333333333333,0.8,0.7777777777777778,7
original,20,"[188, 38, 140, 99, 187, 180, 37, 181, 123, 184, 138, 68, 113, 197, 135, 133, 112, 178, 134, 117]","[0.8570008000543078, 0.8019891939155172, 0.7834309482697014, 0.7584685952679469, 0.7332363293515134, 0.7073434109967223, 0.6738494183811184, 0.7833436992163179, 0.7591761716734331, 0.7079374641932163, 0.6850853933681227, 0.6822544842411049, 0.6678114729921683, 0.6548120188691754, 0.7515906561408549, 0.7499683827687843, 0.747713086133799, 0.7403834133004312, 0.7306553914079017, 0.7263364893648205]","[4, 4, 3, 4, 3, 3, 4, 4, 3, 4, 1, 1, 3, 3, 3, 4, 3, 4, 3, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1]","[6, 6, 5, 6, 5, 5, 6, 6, 5, 6, 1, 1, 5, 5, 5, 6, 3, 6, 5, 6]",0.85,0.8125,0.825,7
reranked,20,"[188, 91, 140, 86, 99, 38, 105, 197, 138, 45, 63, 37, 85, 116, 76, 92, 134, 123, 112, 135]","[3.1438565, 2.0308504, 1.896701, 0.82900774, 0.14839907, -0.690136, 1.7748954, 0.44660997, -0.01310239, -1.0314237, -1.8230875, -2.8626924, 1.1443778, 1.0030434, 0.6497614, 0.38683265, 0.17281087, -0.05973406, -0.36130336, -0.42027402]","[4, 3, 3, 2, 4, 4, 3, 3, 1, 4, 4, 4, 3, 2, 4, 1, 3, 3, 3, 3]","[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1]","[6, 3, 5, 2, 6, 6, 5, 5, 1, 6, 6, 6, 5, 2, 6, 1, 5, 5, 3, 5]",0.7,0.7625,0.7416666666666667,7
original,25,"[188, 38, 140, 99, 187, 180, 37, 181, 123, 184, 138, 68, 113, 197, 135, 133, 112, 178, 134, 117, 116, 105, 54, 44, 137]","[0.8570008000543078, 0.8019891939155172, 0.7834309482697014, 0.7584685952679469, 0.7332363293515134, 0.7073434109967223, 0.6738494183811184, 0.7833436992163179, 0.7591761716734331, 0.7079374641932163, 0.6850853933681227, 0.6822544842411049, 0.6678114729921683, 0.6548120188691754, 0.7515906561408549, 0.7499683827687843, 0.747713086133799, 0.7403834133004312, 0.7306553914079017, 0.7263364893648205, 0.7234503774577934, 0.6956700062526695, 0.6919234364584335, 0.6887285043017364, 0.6839130820004078]","[4, 4, 3, 4, 3, 3, 4, 4, 3, 4, 1, 1, 3, 3, 3, 4, 3, 4, 3, 4, 2, 3, 3, 3, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0]","[6, 6, 5, 6, 5, 5, 6, 6, 5, 6, 1, 1, 5, 5, 5, 6, 3, 6, 5, 6, 2, 5, 5, 5, 2]",0.8,0.78,0.7866666666666666,7
reranked,25,"[188, 91, 140, 86, 99, 38, 105, 197, 138, 45, 63, 37, 85, 116, 76, 92, 134, 123, 112, 135, 7, 133, 117, 79, 184]","[3.1438565, 2.0308504, 1.896701, 0.82900774, 0.14839907, -0.690136, 1.7748954, 0.44660997, -0.01310239, -1.0314237, -1.8230875, -2.8626924, 1.1443778, 1.0030434, 0.6497614, 0.38683265, 0.17281087, -0.05973406, -0.36130336, -0.42027402, -0.67433625, -0.74151206, -0.78117263, -0.807957, -1.0047947]","[4, 3, 3, 2, 4, 4, 3, 3, 1, 4, 4, 4, 3, 2, 4, 1, 3, 3, 3, 3, 1, 4, 4, 4, 4]","[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1]","[6, 3, 5, 2, 6, 6, 5, 5, 1, 6, 6, 6, 5, 2, 6, 1, 5, 5, 3, 5, 1, 6, 6, 6, 6]",0.72,0.78,0.76,7
original,10,"[112, 184, 96, 99, 79, 83, 123, 72, 179, 138]","[0.848770307514899, 0.7475849178639007, 0.7453689269627833, 0.7373500623577057, 0.7302283129069849, 0.7227641297697065, 0.8336213867586204, 0.7440131284978462, 0.7274715698563758, 0.817485314782507]","[4, 4, 4, 4, 4, 4, 3, 4, 4, 3]","[1, 1, 1, 0, 1, 1, 0, 1, 0, 0]","[6, 6, 6, 4, 6, 6, 3, 6, 4, 3]",0.6,0.95,0.8333333333333334,8
reranked,10,"[93, 111, 85, 178, 79, 76, 185, 140, 179, 72]","[3.2106833, 3.1142817, 2.055709, 1.5134485, 1.2121383, 0.8185477, 0.5430403, 0.031162418, -0.94359434, -1.5871174]","[3, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[1, 0, 1, 1, 1, 1, 0, 1, 0, 1]","[5, 4, 6, 6, 6, 6, 4, 6, 4, 6]",0.7,0.975,0.8833333333333333,8
original,15,"[112, 184, 96, 99, 79, 83, 123, 72, 179, 138, 117, 129, 116, 121, 140]","[0.848770307514899, 0.7475849178639007, 0.7453689269627833, 0.7373500623577057, 0.7302283129069849, 0.7227641297697065, 0.8336213867586204, 0.7440131284978462, 0.7274715698563758, 0.817485314782507, 0.8029120116053867, 0.7863043079739027, 0.7711982995978346, 0.7689896292101494, 0.764732232812384]","[4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 3, 1, 2, 2, 4]","[1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]","[6, 6, 6, 4, 6, 6, 3, 6, 4, 3, 5, 1, 2, 2, 6]",0.5333333333333333,0.8333333333333334,0.7333333333333333,8
reranked,15,"[93, 111, 85, 178, 79, 76, 185, 140, 179, 72, 123, 83, 117, 44, 101]","[3.2106833, 3.1142817, 2.055709, 1.5134485, 1.2121383, 0.8185477, 0.5430403, 0.031162418, -0.94359434, -1.5871174, 1.9104241, 0.014413103, -0.31284726, -1.9270504, 2.0220544]","[3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 2]","[1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0]","[5, 4, 6, 6, 6, 6, 4, 6, 4, 6, 3, 6, 5, 6, 2]",0.6666666666666666,0.9166666666666666,0.8333333333333334,8
original,20,"[112, 184, 96, 99, 79, 83, 123, 72, 179, 138, 117, 129, 116, 121, 140, 113, 44, 111, 93, 63]","[0.848770307514899, 0.7475849178639007, 0.7453689269627833, 0.7373500623577057, 0.7302283129069849, 0.7227641297697065, 0.8336213867586204, 0.7440131284978462, 0.7274715698563758, 0.817485314782507, 0.8029120116053867, 0.7863043079739027, 0.7711982995978346, 0.7689896292101494, 0.764732232812384, 0.7424969861664562, 0.7422543400466299, 0.7358505520517401, 0.7230471842240817, 0.7134222978385418]","[4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 3, 1, 2, 2, 4, 4, 4, 4, 3, 4]","[1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[6, 6, 6, 4, 6, 6, 3, 6, 4, 3, 5, 1, 2, 2, 6, 4, 6, 4, 5, 6]",0.55,0.8625,0.7583333333333333,8
reranked,20,"[93, 111, 85, 178, 79, 76, 185, 140, 179, 72, 123, 83, 117, 44, 101, 121, 90, 96, 138, 99]","[3.2106833, 3.1142817, 2.055709, 1.5134485, 1.2121383, 0.8185477, 0.5430403, 0.031162418, -0.94359434, -1.5871174, 1.9104241, 0.014413103, -0.31284726, -1.9270504, 2.0220544, 1.6440091, 1.5175, 1.4257829, 1.4155847, 1.2326543]","[3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 2, 2, 4, 4, 3, 4]","[1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0]","[5, 4, 6, 6, 6, 6, 4, 6, 4, 6, 3, 6, 5, 6, 2, 2, 6, 6, 3, 4]",0.6,0.9,0.8,8
original,25,"[112, 184, 96, 99, 79, 83, 123, 72, 179, 138, 117, 129, 116, 121, 140, 113, 44, 111, 93, 63, 68, 85, 137, 37, 185]","[0.848770307514899, 0.7475849178639007, 0.7453689269627833, 0.7373500623577057, 0.7302283129069849, 0.7227641297697065, 0.8336213867586204, 0.7440131284978462, 0.7274715698563758, 0.817485314782507, 0.8029120116053867, 0.7863043079739027, 0.7711982995978346, 0.7689896292101494, 0.764732232812384, 0.7424969861664562, 0.7422543400466299, 0.7358505520517401, 0.7230471842240817, 0.7134222978385418, 0.7122265854060335, 0.7121946152356207, 0.7115159299677378, 0.7096656521856056, 0.7039929747598708]","[4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 3, 1, 2, 2, 4, 4, 4, 4, 3, 4, 3, 4, 4, 4, 4]","[1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0]","[6, 6, 6, 4, 6, 6, 3, 6, 4, 3, 5, 1, 2, 2, 6, 4, 6, 4, 5, 6, 5, 6, 4, 6, 4]",0.56,0.88,0.7733333333333333,8
reranked,25,"[93, 111, 85, 178, 79, 76, 185, 140, 179, 72, 123, 83, 117, 44, 101, 121, 90, 96, 138, 99, 112, 200, 116, 86, 68]","[3.2106833, 3.1142817, 2.055709, 1.5134485, 1.2121383, 0.8185477, 0.5430403, 0.031162418, -0.94359434, -1.5871174, 1.9104241, 0.014413103, -0.31284726, -1.9270504, 2.0220544, 1.6440091, 1.5175, 1.4257829, 1.4155847, 1.2326543, 0.99596703, 0.77536166, 0.66104996, 0.5640286, 0.22128862]","[3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 2, 2, 4, 4, 3, 4, 4, 4, 2, 4, 3]","[1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1]","[5, 4, 6, 6, 6, 6, 4, 6, 4, 6, 3, 6, 5, 6, 2, 2, 6, 6, 3, 4, 6, 6, 2, 4, 5]",0.6,0.89,0.7933333333333333,8
original,10,"[181, 123, 188, 99, 92, 180, 171, 93, 140, 38]","[0.8691274570415037, 0.8652348942964343, 0.8292024166938563, 0.8096265651766477, 0.7907173446723312, 0.7425408196671248, 0.7421651621182047, 0.6977572834575244, 0.6881915507545525, 0.8671857459356644]","[4, 3, 4, 4, 4, 4, 1, 3, 3, 4]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[6, 5, 6, 6, 6, 6, 1, 5, 5, 6]",0.9,0.85,0.8666666666666667,9
reranked,10,"[172, 195, 105, 38, 123, 188, 193, 178, 145, 112]","[2.0524383, 1.9662085, 1.8494853, 1.3618293, 0.42994383, 0.41009384, -1.1168617, -1.2007098, -3.9752607, -4.1067047]","[1, 4, 4, 4, 3, 4, 4, 4, 4, 3]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 6, 6, 6, 5, 6, 6, 6, 6, 5]",0.9,0.875,0.8833333333333333,9
original,15,"[181, 123, 188, 99, 92, 180, 171, 93, 140, 38, 112, 195, 193, 105, 152]","[0.8691274570415037, 0.8652348942964343, 0.8292024166938563, 0.8096265651766477, 0.7907173446723312, 0.7425408196671248, 0.7421651621182047, 0.6977572834575244, 0.6881915507545525, 0.8671857459356644, 0.8412662517267298, 0.7766284682162203, 0.7393924746640286, 0.722215949120083, 0.7211701254866648]","[4, 3, 4, 4, 4, 4, 1, 3, 3, 4, 3, 4, 4, 4, 1]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]","[6, 5, 6, 6, 6, 6, 1, 5, 5, 6, 5, 6, 6, 6, 1]",0.8666666666666667,0.8333333333333334,0.8444444444444444,9
reranked,15,"[172, 195, 105, 38, 123, 188, 193, 178, 145, 112, 109, 170, 85, 181, 117]","[2.0524383, 1.9662085, 1.8494853, 1.3618293, 0.42994383, 0.41009384, -1.1168617, -1.2007098, -3.9752607, -4.1067047, 1.8239862, 1.6061815, 0.96438444, 0.11281148, -0.3569922]","[1, 4, 4, 4, 3, 4, 4, 4, 4, 3, 4, 1, 4, 4, 4]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[1, 6, 6, 6, 5, 6, 6, 6, 6, 5, 6, 1, 6, 6, 6]",0.8666666666666667,0.8666666666666667,0.8666666666666667,9
original,20,"[181, 123, 188, 99, 92, 180, 171, 93, 140, 38, 112, 195, 193, 105, 152, 145, 179, 178, 138, 117]","[0.8691274570415037, 0.8652348942964343, 0.8292024166938563, 0.8096265651766477, 0.7907173446723312, 0.7425408196671248, 0.7421651621182047, 0.6977572834575244, 0.6881915507545525, 0.8671857459356644, 0.8412662517267298, 0.7766284682162203, 0.7393924746640286, 0.722215949120083, 0.7211701254866648, 0.6841388055122833, 0.6720747340168822, 0.8359538055531294, 0.8331702352656594, 0.8288069394973838]","[4, 3, 4, 4, 4, 4, 1, 3, 3, 4, 3, 4, 4, 4, 1, 4, 3, 4, 2, 4]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[6, 5, 6, 6, 6, 6, 1, 5, 5, 6, 5, 6, 6, 6, 1, 6, 5, 6, 4, 6]",0.9,0.8375,0.8583333333333333,9
reranked,20,"[172, 195, 105, 38, 123, 188, 193, 178, 145, 112, 109, 170, 85, 181, 117, 171, 185, 127, 86, 99]","[2.0524383, 1.9662085, 1.8494853, 1.3618293, 0.42994383, 0.41009384, -1.1168617, -1.2007098, -3.9752607, -4.1067047, 1.8239862, 1.6061815, 0.96438444, 0.11281148, -0.3569922, -1.5560949, -2.6422172, -4.417174, 0.90983623, 0.4424223]","[1, 4, 4, 4, 3, 4, 4, 4, 4, 3, 4, 1, 4, 4, 4, 1, 4, 4, 4, 4]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1]","[1, 6, 6, 6, 5, 6, 6, 6, 6, 5, 6, 1, 6, 6, 6, 1, 6, 6, 6, 6]",0.85,0.8625,0.8583333333333333,9
original,25,"[181, 123, 188, 99, 92, 180, 171, 93, 140, 38, 112, 195, 193, 105, 152, 145, 179, 178, 138, 117, 116, 121, 54, 184, 109]","[0.8691274570415037, 0.8652348942964343, 0.8292024166938563, 0.8096265651766477, 0.7907173446723312, 0.7425408196671248, 0.7421651621182047, 0.6977572834575244, 0.6881915507545525, 0.8671857459356644, 0.8412662517267298, 0.7766284682162203, 0.7393924746640286, 0.722215949120083, 0.7211701254866648, 0.6841388055122833, 0.6720747340168822, 0.8359538055531294, 0.8331702352656594, 0.8288069394973838, 0.7903883498621785, 0.7901829123056594, 0.7841216130324464, 0.777080297048713, 0.7759950041963797]","[4, 3, 4, 4, 4, 4, 1, 3, 3, 4, 3, 4, 4, 4, 1, 4, 3, 4, 2, 4, 4, 2, 4, 4, 4]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[6, 5, 6, 6, 6, 6, 1, 5, 5, 6, 5, 6, 6, 6, 1, 6, 5, 6, 4, 6, 6, 4, 6, 6, 6]",0.92,0.85,0.8733333333333333,9
